reportdate,pruid,prename,prfname,series_type,primary_series,first_additional_vaccine,second_additional_vaccine,primary_series_completed
"April 10, 2022",1,Canada,Canada,2,Pfizer-BioNTech Comirnaty,All other series,Not reported,547
"April 10, 2022",1,Canada,Canada,1,Pfizer-BioNTech Comirnaty,All other series,Not reported,1
"April 10, 2022",1,Canada,Canada,1,Pfizer-BioNTech Comirnaty,Have not received an additional dose,Have not received a 2nd additional dose,8162835
"April 10, 2022",1,Canada,Canada,2,mRNA mixed series,Pfizer-BioNTech Comirnaty,Not reported,821312
"April 10, 2022",1,Canada,Canada,2,mRNA mixed series,Moderna Spikevax,Not reported,1116574
"April 10, 2022",1,Canada,Canada,3,mRNA mixed series,All other series,Not reported,31
"April 10, 2022",1,Canada,Canada,2,mRNA mixed series,All other series,Not reported,45
"April 10, 2022",1,Canada,Canada,2,mRNA mixed series,Have not received an additional dose,Have not received a 2nd additional dose,877543
"April 10, 2022",1,Canada,Canada,2,Moderna Spikevax,Pfizer-BioNTech Comirnaty,Not reported,461607
"April 10, 2022",1,Canada,Canada,1,Moderna Spikevax,Moderna Spikevax,Not reported,2614103
"April 10, 2022",1,Canada,Canada,2,Moderna Spikevax,All other series,Not reported,112
"April 10, 2022",1,Canada,Canada,3,Moderna Spikevax,All other series,Not reported,4
"April 10, 2022",1,Canada,Canada,1,Moderna Spikevax,Have not received an additional dose,Have not received a 2nd additional dose,2325458
"April 10, 2022",1,Canada,Canada,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Pfizer-BioNTech Comirnaty,Not reported,656145
"April 10, 2022",1,Canada,Canada,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Moderna Spikevax,Not reported,799045
"April 10, 2022",1,Canada,Canada,3,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,All other series,Not reported,2
"April 10, 2022",1,Canada,Canada,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,All other series,Not reported,217
"April 10, 2022",1,Canada,Canada,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Have not received an additional dose,Have not received a 2nd additional dose,239558
"April 10, 2022",1,Canada,Canada,2,AstraZeneca Vaxzevria/COVISHIELD,Pfizer-BioNTech Comirnaty,Not reported,315433
"April 10, 2022",1,Canada,Canada,2,AstraZeneca Vaxzevria/COVISHIELD,Moderna Spikevax,Not reported,197272
"April 10, 2022",1,Canada,Canada,1,AstraZeneca Vaxzevria/COVISHIELD,All other series,Not reported,1280
"April 10, 2022",1,Canada,Canada,2,AstraZeneca Vaxzevria/COVISHIELD,All other series,Not reported,211
"April 10, 2022",1,Canada,Canada,1,AstraZeneca Vaxzevria/COVISHIELD,Have not received an additional dose,Have not received a 2nd additional dose,109265
"April 10, 2022",1,Canada,Canada,3,All other series,Pfizer-BioNTech Comirnaty,Not reported,3751
"April 10, 2022",1,Canada,Canada,2,All other series,Pfizer-BioNTech Comirnaty,Not reported,17763
"April 10, 2022",1,Canada,Canada,2,All other series,Moderna Spikevax,Not reported,7402
"April 10, 2022",1,Canada,Canada,3,All other series,Moderna Spikevax,Not reported,3131
"April 10, 2022",1,Canada,Canada,1,All other series,All other series,Not reported,1475
"April 10, 2022",1,Canada,Canada,3,All other series,All other series,Not reported,29
"April 10, 2022",1,Canada,Canada,2,All other series,All other series,Not reported,27127
"April 10, 2022",1,Canada,Canada,2,All other series,Have not received an additional dose,Have not received a 2nd additional dose,44496
"April 10, 2022",1,Canada,Canada,1,All other series,Have not received an additional dose,Have not received a 2nd additional dose,48933
"April 10, 2022",1,Canada,Canada,3,All other series,Have not received an additional dose,Have not received a 2nd additional dose,5989
"April 10, 2022",10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,Not reported,67455
"April 10, 2022",10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2,Pfizer-BioNTech Comirnaty,Moderna Spikevax,Not reported,75324
"April 10, 2022",10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2,Pfizer-BioNTech Comirnaty,All other series,Not reported,8
"April 10, 2022",10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1,Pfizer-BioNTech Comirnaty,Have not received an additional dose,Have not received a 2nd additional dose,93762
"April 10, 2022",10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2,mRNA mixed series,Pfizer-BioNTech Comirnaty,Not reported,14079
"April 10, 2022",10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2,mRNA mixed series,Moderna Spikevax,Not reported,58779
"April 10, 2022",10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2,mRNA mixed series,All other series,Not reported,5
"April 10, 2022",10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2,mRNA mixed series,Have not received an additional dose,Have not received a 2nd additional dose,22729
"April 10, 2022",10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2,Moderna Spikevax,Pfizer-BioNTech Comirnaty,Not reported,3775
"April 10, 2022",10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1,Moderna Spikevax,Moderna Spikevax,Not reported,41938
"April 10, 2022",10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2,Moderna Spikevax,All other series,Not reported,3
"April 10, 2022",10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1,Moderna Spikevax,Have not received an additional dose,Have not received a 2nd additional dose,43337
"April 10, 2022",10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Pfizer-BioNTech Comirnaty,Not reported,6971
"April 10, 2022",10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Moderna Spikevax,Not reported,17622
"April 10, 2022",10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,All other series,Not reported,2
"April 10, 2022",10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Have not received an additional dose,Have not received a 2nd additional dose,2375
"April 10, 2022",10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2,AstraZeneca Vaxzevria/COVISHIELD,Pfizer-BioNTech Comirnaty,Not reported,171
"April 10, 2022",10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2,AstraZeneca Vaxzevria/COVISHIELD,Moderna Spikevax,Not reported,330
"April 10, 2022",10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1,AstraZeneca Vaxzevria/COVISHIELD,Have not received an additional dose,Have not received a 2nd additional dose,278
"April 10, 2022",10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2,All other series,Pfizer-BioNTech Comirnaty,Not reported,4
"April 10, 2022",10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,3,All other series,Pfizer-BioNTech Comirnaty,Not reported,2409
"April 10, 2022",10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2,All other series,Moderna Spikevax,Not reported,3
"April 10, 2022",10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,3,All other series,Moderna Spikevax,Not reported,2499
"April 10, 2022",10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,3,All other series,All other series,Not reported,2
"April 10, 2022",10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2,All other series,Have not received an additional dose,Have not received a 2nd additional dose,74
"April 10, 2022",10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,3,All other series,Have not received an additional dose,Have not received a 2nd additional dose,2159
"April 10, 2022",10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,1,All other series,Have not received an additional dose,Have not received a 2nd additional dose,117
"April 10, 2022",11,Prince Edward Island,Île-du-Prince-Édouard,1,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,Not reported,41697
"April 10, 2022",11,Prince Edward Island,Île-du-Prince-Édouard,1,Pfizer-BioNTech Comirnaty,Have not received an additional dose,Have not received a 2nd additional dose,38965
"April 10, 2022",11,Prince Edward Island,Île-du-Prince-Édouard,1,Moderna Spikevax,Moderna Spikevax,Not reported,11928
"April 10, 2022",11,Prince Edward Island,Île-du-Prince-Édouard,1,Moderna Spikevax,Have not received an additional dose,Have not received a 2nd additional dose,14606
"April 10, 2022",11,Prince Edward Island,Île-du-Prince-Édouard,1,AstraZeneca Vaxzevria/COVISHIELD,Have not received an additional dose,Have not received a 2nd additional dose,116
"April 10, 2022",11,Prince Edward Island,Île-du-Prince-Édouard,2,All other series,All other series,Not reported,26975
"April 10, 2022",11,Prince Edward Island,Île-du-Prince-Édouard,2,All other series,Have not received an additional dose,Have not received a 2nd additional dose,2746
"April 10, 2022",11,Prince Edward Island,Île-du-Prince-Édouard,1,All other series,Have not received an additional dose,Have not received a 2nd additional dose,135
"April 10, 2022",12,Nova Scotia,Nouvelle-Écosse,1,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,Not reported,204675
"April 10, 2022",12,Nova Scotia,Nouvelle-Écosse,2,Pfizer-BioNTech Comirnaty,Moderna Spikevax,Not reported,50093
"April 10, 2022",12,Nova Scotia,Nouvelle-Écosse,3,Pfizer-BioNTech Comirnaty,All other series,Not reported,45
"April 10, 2022",12,Nova Scotia,Nouvelle-Écosse,2,Pfizer-BioNTech Comirnaty,All other series,Not reported,13
"April 10, 2022",12,Nova Scotia,Nouvelle-Écosse,1,Pfizer-BioNTech Comirnaty,Have not received an additional dose,Have not received a 2nd additional dose,204894
"April 10, 2022",12,Nova Scotia,Nouvelle-Écosse,2,mRNA mixed series,Pfizer-BioNTech Comirnaty,Not reported,54519
"April 10, 2022",12,Nova Scotia,Nouvelle-Écosse,2,mRNA mixed series,Moderna Spikevax,Not reported,64115
"April 10, 2022",12,Nova Scotia,Nouvelle-Écosse,3,mRNA mixed series,All other series,Not reported,31
"April 10, 2022",12,Nova Scotia,Nouvelle-Écosse,2,mRNA mixed series,Have not received an additional dose,Have not received a 2nd additional dose,49303
"April 10, 2022",12,Nova Scotia,Nouvelle-Écosse,2,Moderna Spikevax,Pfizer-BioNTech Comirnaty,Not reported,17503
"April 10, 2022",12,Nova Scotia,Nouvelle-Écosse,1,Moderna Spikevax,Moderna Spikevax,Not reported,70314
"April 10, 2022",12,Nova Scotia,Nouvelle-Écosse,3,Moderna Spikevax,All other series,Not reported,4
"April 10, 2022",12,Nova Scotia,Nouvelle-Écosse,2,Moderna Spikevax,All other series,Not reported,2
"April 10, 2022",12,Nova Scotia,Nouvelle-Écosse,1,Moderna Spikevax,Have not received an additional dose,Have not received a 2nd additional dose,45650
"April 10, 2022",12,Nova Scotia,Nouvelle-Écosse,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Pfizer-BioNTech Comirnaty,Not reported,24732
"April 10, 2022",12,Nova Scotia,Nouvelle-Écosse,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Moderna Spikevax,Not reported,28203
"April 10, 2022",12,Nova Scotia,Nouvelle-Écosse,3,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,All other series,Not reported,2
"April 10, 2022",12,Nova Scotia,Nouvelle-Écosse,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Have not received an additional dose,Have not received a 2nd additional dose,5697
"April 10, 2022",12,Nova Scotia,Nouvelle-Écosse,2,AstraZeneca Vaxzevria/COVISHIELD,Pfizer-BioNTech Comirnaty,Not reported,688
"April 10, 2022",12,Nova Scotia,Nouvelle-Écosse,2,AstraZeneca Vaxzevria/COVISHIELD,Moderna Spikevax,Not reported,391
"April 10, 2022",12,Nova Scotia,Nouvelle-Écosse,1,AstraZeneca Vaxzevria/COVISHIELD,All other series,Not reported,1
"April 10, 2022",12,Nova Scotia,Nouvelle-Écosse,2,AstraZeneca Vaxzevria/COVISHIELD,All other series,Not reported,2
"April 10, 2022",12,Nova Scotia,Nouvelle-Écosse,1,AstraZeneca Vaxzevria/COVISHIELD,Have not received an additional dose,Have not received a 2nd additional dose,385
"April 10, 2022",12,Nova Scotia,Nouvelle-Écosse,3,All other series,Pfizer-BioNTech Comirnaty,Not reported,198
"April 10, 2022",12,Nova Scotia,Nouvelle-Écosse,2,All other series,Pfizer-BioNTech Comirnaty,Not reported,66
"April 10, 2022",12,Nova Scotia,Nouvelle-Écosse,3,All other series,Moderna Spikevax,Not reported,38
"April 10, 2022",12,Nova Scotia,Nouvelle-Écosse,2,All other series,Moderna Spikevax,Not reported,34
"April 10, 2022",12,Nova Scotia,Nouvelle-Écosse,3,All other series,All other series,Not reported,19
"April 10, 2022",12,Nova Scotia,Nouvelle-Écosse,1,All other series,All other series,Not reported,3
"April 10, 2022",12,Nova Scotia,Nouvelle-Écosse,3,All other series,Have not received an additional dose,Have not received a 2nd additional dose,425
"April 10, 2022",12,Nova Scotia,Nouvelle-Écosse,1,All other series,Have not received an additional dose,Have not received a 2nd additional dose,499
"April 10, 2022",13,New Brunswick,Nouveau-Brunswick,1,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,Not reported,148457
"April 10, 2022",13,New Brunswick,Nouveau-Brunswick,2,Pfizer-BioNTech Comirnaty,Moderna Spikevax,Not reported,53980
"April 10, 2022",13,New Brunswick,Nouveau-Brunswick,3,Pfizer-BioNTech Comirnaty,All other series,Not reported,16
"April 10, 2022",13,New Brunswick,Nouveau-Brunswick,1,Pfizer-BioNTech Comirnaty,Have not received an additional dose,Have not received a 2nd additional dose,170581
"April 10, 2022",13,New Brunswick,Nouveau-Brunswick,2,mRNA mixed series,Pfizer-BioNTech Comirnaty,Not reported,34484
"April 10, 2022",13,New Brunswick,Nouveau-Brunswick,2,mRNA mixed series,Moderna Spikevax,Not reported,47819
"April 10, 2022",13,New Brunswick,Nouveau-Brunswick,2,mRNA mixed series,Have not received an additional dose,Have not received a 2nd additional dose,33766
"April 10, 2022",13,New Brunswick,Nouveau-Brunswick,2,Moderna Spikevax,Pfizer-BioNTech Comirnaty,Not reported,8317
"April 10, 2022",13,New Brunswick,Nouveau-Brunswick,1,Moderna Spikevax,Moderna Spikevax,Not reported,52674
"April 10, 2022",13,New Brunswick,Nouveau-Brunswick,1,Moderna Spikevax,Have not received an additional dose,Have not received a 2nd additional dose,38308
"April 10, 2022",13,New Brunswick,Nouveau-Brunswick,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Pfizer-BioNTech Comirnaty,Not reported,19968
"April 10, 2022",13,New Brunswick,Nouveau-Brunswick,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Moderna Spikevax,Not reported,14461
"April 10, 2022",13,New Brunswick,Nouveau-Brunswick,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Have not received an additional dose,Have not received a 2nd additional dose,3092
"April 10, 2022",13,New Brunswick,Nouveau-Brunswick,2,AstraZeneca Vaxzevria/COVISHIELD,Pfizer-BioNTech Comirnaty,Not reported,4328
"April 10, 2022",13,New Brunswick,Nouveau-Brunswick,2,AstraZeneca Vaxzevria/COVISHIELD,Moderna Spikevax,Not reported,1778
"April 10, 2022",13,New Brunswick,Nouveau-Brunswick,1,AstraZeneca Vaxzevria/COVISHIELD,Have not received an additional dose,Have not received a 2nd additional dose,340
"April 10, 2022",13,New Brunswick,Nouveau-Brunswick,3,All other series,Pfizer-BioNTech Comirnaty,Not reported,365
"April 10, 2022",13,New Brunswick,Nouveau-Brunswick,3,All other series,Moderna Spikevax,Not reported,309
"April 10, 2022",13,New Brunswick,Nouveau-Brunswick,1,All other series,Have not received an additional dose,Have not received a 2nd additional dose,308
"April 10, 2022",13,New Brunswick,Nouveau-Brunswick,3,All other series,Have not received an additional dose,Have not received a 2nd additional dose,479
"April 10, 2022",24,Quebec,Québec,1,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,Not reported,1648883
"April 10, 2022",24,Quebec,Québec,2,Pfizer-BioNTech Comirnaty,Moderna Spikevax,Not reported,1301842
"April 10, 2022",24,Quebec,Québec,2,Pfizer-BioNTech Comirnaty,All other series,Not reported,61
"April 10, 2022",24,Quebec,Québec,1,Pfizer-BioNTech Comirnaty,Have not received an additional dose,Have not received a 2nd additional dose,1809237
"April 10, 2022",24,Quebec,Québec,2,mRNA mixed series,Pfizer-BioNTech Comirnaty,Not reported,51926
"April 10, 2022",24,Quebec,Québec,2,mRNA mixed series,Moderna Spikevax,Not reported,79779
"April 10, 2022",24,Quebec,Québec,2,mRNA mixed series,Have not received an additional dose,Have not received a 2nd additional dose,68867
"April 10, 2022",24,Quebec,Québec,2,Moderna Spikevax,Pfizer-BioNTech Comirnaty,Not reported,85875
"April 10, 2022",24,Quebec,Québec,1,Moderna Spikevax,Moderna Spikevax,Not reported,701095
"April 10, 2022",24,Quebec,Québec,1,Moderna Spikevax,Have not received an additional dose,Have not received a 2nd additional dose,530820
"April 10, 2022",24,Quebec,Québec,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Pfizer-BioNTech Comirnaty,Not reported,81051
"April 10, 2022",24,Quebec,Québec,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Moderna Spikevax,Not reported,243641
"April 10, 2022",24,Quebec,Québec,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Have not received an additional dose,Have not received a 2nd additional dose,58248
"April 10, 2022",24,Quebec,Québec,2,AstraZeneca Vaxzevria/COVISHIELD,Pfizer-BioNTech Comirnaty,Not reported,71316
"April 10, 2022",24,Quebec,Québec,2,AstraZeneca Vaxzevria/COVISHIELD,Moderna Spikevax,Not reported,69091
"April 10, 2022",24,Quebec,Québec,1,AstraZeneca Vaxzevria/COVISHIELD,All other series,Not reported,226
"April 10, 2022",24,Quebec,Québec,1,AstraZeneca Vaxzevria/COVISHIELD,Have not received an additional dose,Have not received a 2nd additional dose,16922
"April 10, 2022",24,Quebec,Québec,3,All other series,Pfizer-BioNTech Comirnaty,Not reported,6
"April 10, 2022",24,Quebec,Québec,2,All other series,Pfizer-BioNTech Comirnaty,Not reported,2495
"April 10, 2022",24,Quebec,Québec,2,All other series,Moderna Spikevax,Not reported,831
"April 10, 2022",24,Quebec,Québec,1,All other series,All other series,Not reported,60
"April 10, 2022",24,Quebec,Québec,3,All other series,Have not received an additional dose,Have not received a 2nd additional dose,87
"April 10, 2022",24,Quebec,Québec,2,All other series,Have not received an additional dose,Have not received a 2nd additional dose,9226
"April 10, 2022",24,Quebec,Québec,1,All other series,Have not received an additional dose,Have not received a 2nd additional dose,6223
"April 10, 2022",35,Ontario,Ontario,1,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,Not reported,3051530
"April 10, 2022",35,Ontario,Ontario,2,Pfizer-BioNTech Comirnaty,Moderna Spikevax,Not reported,1060384
"April 10, 2022",35,Ontario,Ontario,1,Pfizer-BioNTech Comirnaty,All other series,Not reported,1
"April 10, 2022",35,Ontario,Ontario,2,Pfizer-BioNTech Comirnaty,All other series,Not reported,159
"April 10, 2022",35,Ontario,Ontario,1,Pfizer-BioNTech Comirnaty,Have not received an additional dose,Have not received a 2nd additional dose,3052990
"April 10, 2022",35,Ontario,Ontario,2,mRNA mixed series,Pfizer-BioNTech Comirnaty,Not reported,504252
"April 10, 2022",35,Ontario,Ontario,2,mRNA mixed series,Moderna Spikevax,Not reported,647729
"April 10, 2022",35,Ontario,Ontario,2,mRNA mixed series,All other series,Not reported,10
"April 10, 2022",35,Ontario,Ontario,2,mRNA mixed series,Have not received an additional dose,Have not received a 2nd additional dose,438466
"April 10, 2022",35,Ontario,Ontario,2,Moderna Spikevax,Pfizer-BioNTech Comirnaty,Not reported,221109
"April 10, 2022",35,Ontario,Ontario,1,Moderna Spikevax,Moderna Spikevax,Not reported,918542
"April 10, 2022",35,Ontario,Ontario,2,Moderna Spikevax,All other series,Not reported,25
"April 10, 2022",35,Ontario,Ontario,1,Moderna Spikevax,Have not received an additional dose,Have not received a 2nd additional dose,763900
"April 10, 2022",35,Ontario,Ontario,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Pfizer-BioNTech Comirnaty,Not reported,252241
"April 10, 2022",35,Ontario,Ontario,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Moderna Spikevax,Not reported,318632
"April 10, 2022",35,Ontario,Ontario,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,All other series,Not reported,101
"April 10, 2022",35,Ontario,Ontario,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Have not received an additional dose,Have not received a 2nd additional dose,81907
"April 10, 2022",35,Ontario,Ontario,2,AstraZeneca Vaxzevria/COVISHIELD,Pfizer-BioNTech Comirnaty,Not reported,163876
"April 10, 2022",35,Ontario,Ontario,2,AstraZeneca Vaxzevria/COVISHIELD,Moderna Spikevax,Not reported,61270
"April 10, 2022",35,Ontario,Ontario,2,AstraZeneca Vaxzevria/COVISHIELD,All other series,Not reported,31
"April 10, 2022",35,Ontario,Ontario,1,AstraZeneca Vaxzevria/COVISHIELD,All other series,Not reported,251
"April 10, 2022",35,Ontario,Ontario,1,AstraZeneca Vaxzevria/COVISHIELD,Have not received an additional dose,Have not received a 2nd additional dose,48219
"April 10, 2022",35,Ontario,Ontario,3,All other series,Pfizer-BioNTech Comirnaty,Not reported,361
"April 10, 2022",35,Ontario,Ontario,2,All other series,Pfizer-BioNTech Comirnaty,Not reported,6212
"April 10, 2022",35,Ontario,Ontario,3,All other series,Moderna Spikevax,Not reported,82
"April 10, 2022",35,Ontario,Ontario,2,All other series,Moderna Spikevax,Not reported,2440
"April 10, 2022",35,Ontario,Ontario,1,All other series,All other series,Not reported,231
"April 10, 2022",35,Ontario,Ontario,3,All other series,All other series,Not reported,3
"April 10, 2022",35,Ontario,Ontario,2,All other series,All other series,Not reported,64
"April 10, 2022",35,Ontario,Ontario,1,All other series,Have not received an additional dose,Have not received a 2nd additional dose,15264
"April 10, 2022",35,Ontario,Ontario,2,All other series,Have not received an additional dose,Have not received a 2nd additional dose,29999
"April 10, 2022",35,Ontario,Ontario,3,All other series,Have not received an additional dose,Have not received a 2nd additional dose,2745
"April 10, 2022",46,Manitoba,Manitoba,1,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,Not reported,305167
"April 10, 2022",46,Manitoba,Manitoba,2,Pfizer-BioNTech Comirnaty,Moderna Spikevax,Not reported,41628
"April 10, 2022",46,Manitoba,Manitoba,2,Pfizer-BioNTech Comirnaty,All other series,Not reported,17
"April 10, 2022",46,Manitoba,Manitoba,1,Pfizer-BioNTech Comirnaty,Have not received an additional dose,Have not received a 2nd additional dose,289701
"April 10, 2022",46,Manitoba,Manitoba,2,mRNA mixed series,Pfizer-BioNTech Comirnaty,Not reported,35939
"April 10, 2022",46,Manitoba,Manitoba,2,mRNA mixed series,Moderna Spikevax,Not reported,48159
"April 10, 2022",46,Manitoba,Manitoba,2,mRNA mixed series,All other series,Not reported,4
"April 10, 2022",46,Manitoba,Manitoba,2,mRNA mixed series,Have not received an additional dose,Have not received a 2nd additional dose,53585
"April 10, 2022",46,Manitoba,Manitoba,2,Moderna Spikevax,Pfizer-BioNTech Comirnaty,Not reported,11454
"April 10, 2022",46,Manitoba,Manitoba,1,Moderna Spikevax,Moderna Spikevax,Not reported,83244
"April 10, 2022",46,Manitoba,Manitoba,1,Moderna Spikevax,Have not received an additional dose,Have not received a 2nd additional dose,100785
"April 10, 2022",46,Manitoba,Manitoba,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Pfizer-BioNTech Comirnaty,Not reported,27531
"April 10, 2022",46,Manitoba,Manitoba,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Moderna Spikevax,Not reported,34187
"April 10, 2022",46,Manitoba,Manitoba,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,All other series,Not reported,11
"April 10, 2022",46,Manitoba,Manitoba,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Have not received an additional dose,Have not received a 2nd additional dose,11949
"April 10, 2022",46,Manitoba,Manitoba,2,AstraZeneca Vaxzevria/COVISHIELD,Pfizer-BioNTech Comirnaty,Not reported,4095
"April 10, 2022",46,Manitoba,Manitoba,2,AstraZeneca Vaxzevria/COVISHIELD,Moderna Spikevax,Not reported,1628
"April 10, 2022",46,Manitoba,Manitoba,2,AstraZeneca Vaxzevria/COVISHIELD,All other series,Not reported,2
"April 10, 2022",46,Manitoba,Manitoba,1,AstraZeneca Vaxzevria/COVISHIELD,All other series,Not reported,27
"April 10, 2022",46,Manitoba,Manitoba,1,AstraZeneca Vaxzevria/COVISHIELD,Have not received an additional dose,Have not received a 2nd additional dose,2962
"April 10, 2022",46,Manitoba,Manitoba,2,All other series,Pfizer-BioNTech Comirnaty,Not reported,288
"April 10, 2022",46,Manitoba,Manitoba,2,All other series,Moderna Spikevax,Not reported,121
"April 10, 2022",46,Manitoba,Manitoba,1,All other series,All other series,Not reported,20
"April 10, 2022",46,Manitoba,Manitoba,1,All other series,Have not received an additional dose,Have not received a 2nd additional dose,1761
"April 10, 2022",46,Manitoba,Manitoba,2,All other series,Have not received an additional dose,Have not received a 2nd additional dose,967
"April 10, 2022",47,Saskatchewan,Saskatchewan,1,Pfizer-BioNTech Comirnaty,Pfizer-BioNTech Comirnaty,Not reported,303272
"April 10, 2022",47,Saskatchewan,Saskatchewan,2,Pfizer-BioNTech Comirnaty,Moderna Spikevax,Not reported,1410
"April 10, 2022",47,Saskatchewan,Saskatchewan,2,Pfizer-BioNTech Comirnaty,All other series,Not reported,8
"April 10, 2022",47,Saskatchewan,Saskatchewan,1,Pfizer-BioNTech Comirnaty,Have not received an additional dose,Have not received a 2nd additional dose,267212
"April 10, 2022",47,Saskatchewan,Saskatchewan,2,mRNA mixed series,Pfizer-BioNTech Comirnaty,Not reported,18813
"April 10, 2022",47,Saskatchewan,Saskatchewan,2,mRNA mixed series,Moderna Spikevax,Not reported,14588
"April 10, 2022",47,Saskatchewan,Saskatchewan,2,mRNA mixed series,Have not received an additional dose,Have not received a 2nd additional dose,18569
"April 10, 2022",47,Saskatchewan,Saskatchewan,2,Moderna Spikevax,Pfizer-BioNTech Comirnaty,Not reported,2856
"April 10, 2022",47,Saskatchewan,Saskatchewan,1,Moderna Spikevax,Moderna Spikevax,Not reported,82594
"April 10, 2022",47,Saskatchewan,Saskatchewan,1,Moderna Spikevax,Have not received an additional dose,Have not received a 2nd additional dose,71712
"April 10, 2022",47,Saskatchewan,Saskatchewan,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Pfizer-BioNTech Comirnaty,Not reported,44280
"April 10, 2022",47,Saskatchewan,Saskatchewan,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Moderna Spikevax,Not reported,8390
"April 10, 2022",47,Saskatchewan,Saskatchewan,2,AstraZeneca Vaxzevria/COVISHIELD-mRNA mixed series,Have not received an additional dose,Have not received a 2nd additional dose,7739
"April 10, 2022",47,Saskatchewan,Saskatchewan,2,AstraZeneca Vaxzevria/COVISHIELD,Pfizer-BioNTech Comirnaty,Not reported,10475
"April 10, 2022",47,Saskatchewan,Saskatchewan,2,AstraZeneca Vaxzevria/COVISHIELD,Moderna Spikevax,Not reported,854
"April 10, 2022",47,Saskatchewan,Saskatchewan,1,AstraZeneca Vaxzevria/COVISHIELD,All other series,Not reported,61
"April 10, 2022",47,Saskatchewan,Saskatchewan,1,AstraZeneca Vaxzevria/COVISHIELD,Have not received an additional dose,Have not received a 2nd additional dose,2345
"April 10, 2022",47,Saskatchewan,Saskatchewan,2,All other series,Pfizer-BioNTech Comirnaty,Not reported,200
